object_name,object_id,mean_motion,eccentricity,inclination,arg_of_pericenter,norad_cat_id,object_name_unique
STARLINK-31477,2024-056U,15.27584096,0.00010251,43.0036,269.4158,59314,STARLINK
STARLINK-31446,2024-056V,15.27573653,9.346e-05,43.004,273.2867,59315,STARLINK
STARLINK-31479,2024-056W,15.27572318,0.00010628,43.0027,282.6506,59316,STARLINK
STARLINK-31349,2024-056X,15.27578042,0.00012629,43.0068,249.6309,59317,STARLINK
STARLINK-31464,2024-056Y,15.27605334,0.00013529,43.0044,281.7951,59318,STARLINK
STARLINK-31402,2024-057A,15.27577662,0.00012717,43.0016,266.2668,59320,STARLINK
STARLINK-31578,2024-057B,15.27589491,0.00010868,43.0046,250.7907,59321,STARLINK
STARLINK-31530,2024-057C,15.51264302,0.00224194,42.9943,261.3079,59322,STARLINK
STARLINK-31565,2024-057D,15.27578394,0.0001254,43.0047,265.6608,59323,STARLINK
STARLINK-31570,2024-057E,15.27581493,9.657e-05,43.0047,250.4997,59324,STARLINK
STARLINK-31611,2024-057F,15.27583289,0.00011843,43.0044,268.9658,59325,STARLINK
STARLINK-31632,2024-057G,15.2755837,4.83e-05,43.0089,301.8305,59326,STARLINK
STARLINK-31599,2024-057H,15.27575817,0.00015759,43.0035,269.3118,59327,STARLINK
STARLINK-31614,2024-057J,15.27587112,0.00013448,43.0048,270.4056,59328,STARLINK
STARLINK-31493,2024-057K,15.27589515,0.00012016,43.0021,268.6078,59329,STARLINK
STARLINK-31634,2024-057L,15.27577464,0.00010536,43.0019,273.2288,59330,STARLINK
STARLINK-31633,2024-057M,15.27583096,0.00017067,43.0039,288.0959,59331,STARLINK
STARLINK-31594,2024-057N,15.27580492,9.561e-05,43.0038,248.9769,59332,STARLINK
STARLINK-31572,2024-057P,15.27582727,0.000174,43.0062,264.3802,59333,STARLINK
STARLINK-31573,2024-057Q,15.27543946,0.00012191,43.0046,261.6703,59334,STARLINK
STARLINK-31588,2024-057R,15.27587925,0.0002287,43.0093,255.1496,59335,STARLINK
STARLINK-31596,2024-057S,15.27582412,0.00020223,43.0051,269.0258,59336,STARLINK
STARLINK-31612,2024-057T,15.27590984,7.318e-05,43.0044,254.1013,59337,STARLINK
STARLINK-31550,2024-057U,15.27578688,9.688e-05,43.0053,267.6794,59338,STARLINK
STARLINK-31473,2024-057V,15.27572608,0.00011483,43.0019,262.0945,59339,STARLINK
STARLINK-31562,2024-057W,15.27576439,0.00010803,43.0039,290.5797,59340,STARLINK
STARLINK-31600,2024-057X,15.27577884,0.0001631,43.0046,259.1615,59341,STARLINK
STARLINK-31628,2024-057Y,15.27583844,0.0001118,43.0045,281.0818,59342,STARLINK
STARLINK-31605,2024-060A,15.27568116,0.00011929,43.0049,271.2485,59348,STARLINK
STARLINK-31532,2024-060B,15.2752347,8.383e-05,43.0058,278.0303,59349,STARLINK
STARLINK-31593,2024-060C,15.27578788,8.421e-05,43.0038,260.2913,59350,STARLINK
STARLINK-31555,2024-060D,15.27588095,0.00012603,43.0049,268.013,59351,STARLINK
STARLINK-31561,2024-060E,15.27581398,8.683e-05,43.0024,265.3729,59352,STARLINK
STARLINK-31413,2024-060F,15.27576086,7.283e-05,43.0035,238.9124,59353,STARLINK
STARLINK-31422,2024-060G,15.27572181,0.00011189,43.0021,256.9194,59354,STARLINK
STARLINK-31416,2024-060H,15.27581811,0.00011808,43.0053,272.6866,59355,STARLINK
STARLINK-31552,2024-060J,15.27596056,9.214e-05,43.0016,269.8845,59356,STARLINK
STARLINK-31557,2024-060K,15.27578852,9.97e-05,43.0002,274.9595,59357,STARLINK
STARLINK-31559,2024-060L,15.2758108,0.00010279,43.0042,267.0383,59358,STARLINK
STARLINK-31501,2024-060M,15.27579632,0.00010082,43.003,263.0231,59359,STARLINK
STARLINK-31549,2024-060N,15.27591201,0.00017272,43.004,293.7386,59360,STARLINK
STARLINK-31560,2024-060P,15.27574373,0.00014537,43.0041,272.8639,59361,STARLINK
STARLINK-31571,2024-060Q,15.2756659,0.0001208,43.002,273.1836,59362,STARLINK
STARLINK-31553,2024-060R,15.27576765,9.19e-05,43.0035,252.445,59363,STARLINK
STARLINK-31547,2024-060S,15.27571943,0.00012736,43.0013,263.9288,59364,STARLINK
STARLINK-31537,2024-060T,15.27572631,0.00012988,43.0025,276.496,59365,STARLINK
STARLINK-31451,2024-060U,15.27575493,9.104e-05,43.0027,272.1174,59366,STARLINK
STARLINK-31428,2024-060V,15.27580279,0.00010133,43.0041,271.2518,59367,STARLINK
STARLINK-31419,2024-060W,15.27577871,9.56e-05,43.0042,276.7728,59368,STARLINK
STARLINK-31583,2024-060X,15.27585597,9.779e-05,43.0039,276.7832,59369,STARLINK
STARLINK-31461,2024-060Y,15.27580032,9.414e-05,43.0044,273.0691,59370,STARLINK
STARLINK-31641,2024-062A,15.30196249,0.00013495,53.1614,78.4608,59374,STARLINK
STARLINK-31430,2024-062B,15.30208642,0.0001114,53.161,80.6517,59375,STARLINK
STARLINK-31695,2024-062C,15.30187019,0.00011634,53.1607,91.4524,59376,STARLINK
STARLINK-31716,2024-062D,15.30191846,0.000121,53.1612,92.0879,59377,STARLINK
STARLINK-31710,2024-062E,15.30194062,0.00012761,53.1607,84.5051,59378,STARLINK
STARLINK-31698,2024-062F,15.30173987,0.00016765,53.161,100.5772,59379,STARLINK
STARLINK-31680,2024-062G,15.30188382,0.00011493,53.1607,77.8662,59380,STARLINK
STARLINK-31713,2024-062H,15.30195806,0.0001159,53.1605,104.4656,59381,STARLINK
STARLINK-31705,2024-062J,15.30191639,0.00013749,53.1605,86.4365,59382,STARLINK
STARLINK-31715,2024-062L,15.30210373,0.00021874,53.1596,90.0566,59384,STARLINK
STARLINK-31717,2024-062M,15.3019384,0.00013578,53.1606,82.5211,59385,STARLINK
STARLINK-31688,2024-062N,15.30190844,0.00012912,53.1597,91.6123,59386,STARLINK
STARLINK-31714,2024-062P,15.30195572,0.00013134,53.1601,82.8763,59387,STARLINK
STARLINK-31643,2024-062Q,15.3019365,0.00012909,53.1613,80.1012,59388,STARLINK
STARLINK-31647,2024-062R,15.30204763,0.00012241,53.1588,91.9276,59389,STARLINK
STARLINK-31649,2024-062S,15.30194978,0.00013143,53.1602,84.1667,59390,STARLINK
STARLINK-31644,2024-062T,15.3019271,0.00012741,53.1607,93.5373,59391,STARLINK
STARLINK-31626,2024-062U,15.30194908,0.00013195,53.1611,92.683,59392,STARLINK
STARLINK-31443,2024-062V,15.30193215,0.00013672,53.1604,82.8256,59393,STARLINK
STARLINK-31607,2024-062W,15.3018598,0.00015309,53.1613,94.8205,59394,STARLINK
STARLINK-31608,2024-062X,15.30195044,0.00012049,53.1607,85.7631,59397,STARLINK
STARLINK-31534,2024-064A,15.2755511,0.00010894,43.0016,279.1461,59398,STARLINK
STARLINK-31544,2024-064B,15.27568964,0.00013328,43.0002,268.8183,59399,STARLINK
STARLINK-31545,2024-064C,15.27567354,6.574e-05,43.0028,278.868,59400,STARLINK
STARLINK-31507,2024-064D,15.27568957,0.00013764,43.0034,262.2935,59401,STARLINK
STARLINK-31543,2024-064E,15.27567809,0.00014764,42.9962,296.1279,59402,STARLINK
STARLINK-31366,2024-064F,15.27577268,0.00014107,43.0008,265.4473,59403,STARLINK
STARLINK-31374,2024-064G,15.27573664,0.00014323,43.0036,273.7733,59404,STARLINK
STARLINK-31400,2024-064H,15.2758218,4.524e-05,43.0033,219.381,59405,STARLINK
STARLINK-31391,2024-064J,15.27576283,0.0001107,43.003,280.4534,59406,STARLINK
STARLINK-31387,2024-064K,15.27572828,0.00011516,42.9997,281.2042,59407,STARLINK
STARLINK-31396,2024-064M,15.27577626,0.00013392,42.9997,278.2965,59409,STARLINK
STARLINK-31412,2024-064N,15.2758253,0.00014466,43.0026,262.0587,59410,STARLINK
STARLINK-31483,2024-064P,15.27577084,0.00012348,43.0005,269.7179,59411,STARLINK
STARLINK-31568,2024-064Q,15.27574325,0.00020439,42.9948,285.7056,59412,STARLINK
STARLINK-31615,2024-064R,15.27587531,0.00012951,43.0006,276.7269,59413,STARLINK
STARLINK-31457,2024-064S,15.27572184,0.00012394,43.0005,273.9679,59414,STARLINK
STARLINK-31398,2024-064T,15.27568594,0.00013664,43.0033,250.4754,59415,STARLINK
STARLINK-31399,2024-064U,15.27577748,0.00011676,43.0023,246.1941,59416,STARLINK
STARLINK-31401,2024-064V,15.27572637,0.00010314,42.9987,282.3017,59417,STARLINK
STARLINK-31414,2024-064W,15.27565285,0.00013557,43.0047,258.9944,59418,STARLINK
STARLINK-31415,2024-064X,15.27614939,0.0001335,43.0001,266.2323,59419,STARLINK
STARLINK-31466,2024-064Y,15.27566907,0.00012435,42.9997,281.9971,59420,STARLINK
STARLINK-11087 [DTC],2024-065A,15.69708732,8.096e-05,53.1601,59.4243,59421,STARLINKDTC
STARLINK-11090 [DTC],2024-065B,15.69711727,9.335e-05,53.16,68.746,59422,STARLINKDTC
STARLINK-11093 [DTC],2024-065C,15.69710902,0.00014074,53.1579,90.045,59423,STARLINKDTC
STARLINK-11083 [DTC],2024-065D,15.69711272,9.216e-05,53.1594,70.844,59424,STARLINKDTC
STARLINK-11085 [DTC],2024-065E,15.69702572,6.991e-05,53.1597,80.8264,59425,STARLINKDTC
STARLINK-11089 [DTC],2024-065F,15.69704201,9.957e-05,53.1593,97.6833,59426,STARLINKDTC
STARLINK-31757,2024-065G,15.30191677,0.00011797,53.16,77.9484,59427,STARLINK
STARLINK-31773,2024-065J,15.30175052,0.00013784,53.1602,95.926,59429,STARLINK
STARLINK-31772,2024-065K,15.30201866,0.00012644,53.1605,83.0516,59430,STARLINK
STARLINK-31613,2024-065L,15.30196773,0.00013594,53.1598,81.6663,59431,STARLINK
STARLINK-31780,2024-065M,15.30187885,0.00012361,53.1602,76.2771,59432,STARLINK
STARLINK-31740,2024-065N,15.30190248,9.285e-05,53.1602,86.3578,59433,STARLINK
STARLINK-31580,2024-065P,15.30187683,0.000117,53.1605,88.3511,59434,STARLINK
STARLINK-31696,2024-065Q,15.30192117,0.00012475,53.1602,88.741,59435,STARLINK
STARLINK-31700,2024-065R,15.30191963,0.00013968,53.1596,87.7579,59436,STARLINK
STARLINK-31706,2024-065S,15.30186147,0.00012598,53.1605,86.252,59437,STARLINK
STARLINK-31711,2024-065T,15.30187165,0.00013187,53.1602,82.3565,59438,STARLINK
STARLINK-31708,2024-065U,15.30189179,0.00013548,53.1605,89.4317,59439,STARLINK
STARLINK-31693,2024-065W,15.30195398,0.00014625,53.1609,68.0472,59441,STARLINK
STARLINK-31622,2024-068B,15.27578602,0.00013427,43.0021,279.9824,59456,STARLINK
STARLINK-31319,2024-068C,15.27578691,0.00017604,42.9968,275.5282,59457,STARLINK
STARLINK-31625,2024-068D,15.2758521,0.00013518,42.9995,270.9567,59458,STARLINK
STARLINK-31631,2024-068E,15.27580105,0.00015731,43.0014,246.7406,59459,STARLINK
STARLINK-31620,2024-068F,15.27566862,8.745e-05,42.9993,287.6798,59460,STARLINK
STARLINK-31511,2024-068H,15.27574501,0.0001308,43.0004,273.8555,59462,STARLINK
STARLINK-31364,2024-068J,15.27579047,0.00013687,43.0004,275.1667,59463,STARLINK
STARLINK-31597,2024-068K,15.27601764,0.00012646,42.9999,271.7797,59464,STARLINK
STARLINK-31621,2024-068L,15.27585689,0.00014244,42.9991,272.6388,59465,STARLINK
STARLINK-31462,2024-068M,15.2758955,0.00019996,43.0013,273.5681,59466,STARLINK
STARLINK-31592,2024-068N,15.27587023,0.00013843,43.002,267.5535,59467,STARLINK
STARLINK-31267,2024-068P,15.27585336,0.0001106,43.0039,294.3777,59468,STARLINK
STARLINK-31381,2024-068Q,15.27578075,0.0001257,43.002,282.3631,59469,STARLINK
STARLINK-31546,2024-068R,15.27575751,0.00013402,43.0,284.0341,59470,STARLINK
STARLINK-31575,2024-068S,15.27573013,0.00013142,42.9997,278.299,59471,STARLINK
STARLINK-31610,2024-068U,15.27577252,0.00011205,43.0001,242.9068,59473,STARLINK
STARLINK-31581,2024-068V,15.2757622,0.00013168,42.9995,277.8538,59474,STARLINK
STARLINK-31566,2024-068W,15.27575857,0.0001375,43.0005,272.6511,59475,STARLINK
STARLINK-31515,2024-068X,15.27571495,0.00029646,42.9977,285.944,59476,STARLINK
STARLINK-31531,2024-068Y,15.27586758,0.00019266,43.0045,279.058,59477,STARLINK
STARLINK-31753,2024-071A,15.27558509,0.00015204,43.0013,275.9744,59484,STARLINK
STARLINK-31733,2024-071C,15.27583402,0.00025283,43.0053,263.2032,59486,STARLINK
STARLINK-31657,2024-071D,15.27578573,0.000124,43.0015,272.5073,59487,STARLINK
STARLINK-31754,2024-071E,15.27577256,8.754e-05,43.0025,274.8297,59488,STARLINK
STARLINK-31638,2024-071F,15.27575914,0.00014249,43.0021,273.0972,59489,STARLINK
STARLINK-31670,2024-071G,15.27590745,0.00014651,43.0015,266.4115,59490,STARLINK
STARLINK-31712,2024-071H,15.27578891,0.00013497,43.0023,260.3844,59491,STARLINK
STARLINK-31684,2024-071J,15.27576694,0.00014369,43.0044,269.2146,59492,STARLINK
STARLINK-31678,2024-071K,15.27578217,0.00013329,43.0033,273.5687,59493,STARLINK
STARLINK-31744,2024-071L,15.27579829,0.00012857,43.0029,268.4273,59494,STARLINK
STARLINK-31719,2024-071M,15.27577844,0.00010389,43.0006,280.0676,59495,STARLINK
STARLINK-31728,2024-071N,15.27601249,0.00017735,43.0005,283.3166,59496,STARLINK
STARLINK-31720,2024-071P,15.27576083,0.00012813,43.0029,273.6334,59497,STARLINK
STARLINK-31731,2024-071Q,15.27580168,0.00014339,43.0034,274.6773,59498,STARLINK
STARLINK-31742,2024-071R,15.27578571,0.00014097,43.0019,268.9645,59499,STARLINK
STARLINK-31512,2024-071S,15.27573594,9.838e-05,43.0016,277.7852,59500,STARLINK
STARLINK-31458,2024-071T,15.27578252,0.00014682,43.0017,275.4756,59501,STARLINK
STARLINK-31357,2024-071U,15.27575905,0.00011481,43.002,276.5267,59502,STARLINK
STARLINK-31508,2024-071V,15.27587284,8.902e-05,42.9999,265.5148,59503,STARLINK
STARLINK-31535,2024-071W,15.27595298,0.00025644,43.0069,258.4588,59504,STARLINK
STARLINK-31533,2024-071X,15.27582668,9.641e-05,43.0036,264.123,59505,STARLINK
STARLINK-31524,2024-071Y,15.27577439,0.00011982,43.0036,267.603,59506,STARLINK
STARLINK-31635,2024-073A,15.27573259,0.00011867,43.0028,2.8665,59511,STARLINK
STARLINK-31650,2024-073B,15.27571957,0.00014884,43.0009,285.8947,59512,STARLINK
STARLINK-31658,2024-073C,15.27581499,9.151e-05,43.0026,268.8057,59513,STARLINK
STARLINK-31669,2024-073E,15.27580239,0.00015959,43.0033,273.4054,59515,STARLINK
STARLINK-31671,2024-073F,15.27576745,0.00010355,43.0003,276.3136,59516,STARLINK
STARLINK-31674,2024-073G,15.27579602,0.00015618,43.0031,269.0425,59517,STARLINK
STARLINK-31679,2024-073J,15.27572542,0.00011034,42.9998,273.8042,59519,STARLINK
STARLINK-31370,2024-073K,15.27576374,0.00012452,43.0007,279.9365,59520,STARLINK
STARLINK-31404,2024-073L,15.27582035,0.00012656,43.0022,285.3327,59521,STARLINK
STARLINK-31453,2024-073M,15.2758691,9.129e-05,42.9995,262.491,59522,STARLINK
STARLINK-31476,2024-073N,15.27563999,8.663e-05,43.0018,290.6195,59523,STARLINK
STARLINK-31538,2024-073Q,15.27575867,0.00010962,43.0004,243.7947,59525,STARLINK
STARLINK-31564,2024-073R,15.2757265,0.00012793,43.0039,274.9413,59526,STARLINK
STARLINK-31452,2024-073S,15.27576864,0.00011831,42.9986,280.2559,59527,STARLINK
STARLINK-31513,2024-073U,15.27597034,0.00014332,42.9999,270.3791,59529,STARLINK
STARLINK-31392,2024-073V,15.27594729,0.0001069,43.0014,260.63,59530,STARLINK
STARLINK-31619,2024-073W,15.2757898,0.00013448,43.0031,270.6333,59531,STARLINK
STARLINK-31509,2024-073Y,15.27593889,0.00019612,43.0041,290.1469,59533,STARLINK
STARLINK-31734,2024-074A,15.27579086,0.00014052,43.0024,263.1347,59534,STARLINK
STARLINK-31738,2024-074B,15.27579619,0.00013308,43.0018,265.6525,59535,STARLINK
STARLINK-31721,2024-074C,15.27569457,0.00016767,43.0033,272.2393,59536,STARLINK
STARLINK-31737,2024-074D,15.27557669,0.00020269,43.0008,277.3685,59537,STARLINK
STARLINK-31725,2024-074E,15.82551871,0.0019713,42.9859,132.5331,59538,STARLINK
STARLINK-31539,2024-074F,15.27577863,0.00013299,43.0002,275.5437,59539,STARLINK
STARLINK-31397,2024-074G,15.2757605,9.474e-05,43.0009,289.0541,59540,STARLINK
STARLINK-31481,2024-074H,15.27578185,0.00010705,43.0031,272.1593,59541,STARLINK
STARLINK-31540,2024-074J,15.275804,0.00014511,43.0018,261.9206,59542,STARLINK
STARLINK-31574,2024-074K,15.27574519,0.00013468,42.9996,276.7445,59543,STARLINK
STARLINK-31556,2024-074L,15.27558634,0.00011375,43.0009,279.9674,59544,STARLINK
STARLINK-31582,2024-074M,15.27579407,0.00012562,43.0026,298.9473,59545,STARLINK
STARLINK-31519,2024-074N,15.27574671,0.00013941,43.0033,276.4421,59546,STARLINK
STARLINK-31736,2024-074P,15.27577412,0.00011437,42.9992,279.6826,59547,STARLINK
STARLINK-31675,2024-074Q,15.27476107,0.0001121,43.001,276.225,59548,STARLINK
STARLINK-31722,2024-074R,15.27579839,0.00012747,43.0032,271.3498,59549,STARLINK
STARLINK-31741,2024-074S,15.27579129,9.116e-05,43.0033,251.2852,59550,STARLINK
STARLINK-31699,2024-074T,15.27579566,0.00013803,43.0016,273.6746,59551,STARLINK
STARLINK-31750,2024-074U,15.27576843,0.00012824,43.0006,276.9585,59552,STARLINK
STARLINK-31723,2024-074V,15.27563302,9.251e-05,42.9994,304.8031,59553,STARLINK
STARLINK-31724,2024-074W,15.27573208,9.215e-05,43.0035,277.514,59554,STARLINK
STARLINK-31730,2024-074X,15.27575693,0.00017105,43.0032,286.3735,59555,STARLINK
STARLINK-31718,2024-074Y,15.27577264,0.00012338,43.001,283.2178,59556,STARLINK
STARLINK-31747,2024-076A,15.27569234,0.00011679,43.0009,268.43,59564,STARLINK
STARLINK-31388,2024-076B,15.27577075,0.00011708,43.0003,279.7873,59565,STARLINK
STARLINK-31332,2024-076C,15.27574831,0.00014969,43.0015,270.8974,59566,STARLINK
STARLINK-31689,2024-076D,15.27592415,4.593e-05,43.0001,304.8705,59567,STARLINK
STARLINK-31471,2024-076E,15.27584032,0.0001195,42.9999,249.8516,59568,STARLINK
STARLINK-31470,2024-076F,15.27576911,0.00012162,42.9987,279.9955,59569,STARLINK
STARLINK-31587,2024-076G,15.27575346,0.00012285,43.0006,281.5474,59570,STARLINK
STARLINK-31606,2024-076H,15.27586088,0.00014742,43.0019,270.7407,59571,STARLINK
STARLINK-31666,2024-076J,15.27577518,0.00014554,43.0024,296.9968,59572,STARLINK
STARLINK-31683,2024-076K,15.27583526,0.00013591,43.0009,272.6001,59573,STARLINK
STARLINK-31751,2024-076L,15.27578777,8.264e-05,43.002,270.5152,59574,STARLINK
STARLINK-31510,2024-076M,15.27587595,0.00010596,43.0008,276.0123,59575,STARLINK
STARLINK-31663,2024-076N,15.27577942,0.00010807,43.0013,279.029,59576,STARLINK
STARLINK-31692,2024-076P,15.27557252,0.00012335,43.0014,273.5925,59577,STARLINK
STARLINK-31685,2024-076Q,15.27598828,8.578e-05,43.0022,270.5006,59578,STARLINK
STARLINK-31686,2024-076R,15.27586099,0.00013042,43.0022,286.2439,59579,STARLINK
STARLINK-31668,2024-076S,15.27577705,0.00013137,43.0027,279.4138,59580,STARLINK
STARLINK-31690,2024-076T,15.27556456,7.794e-05,42.9996,236.9417,59581,STARLINK
STARLINK-31701,2024-076U,15.27677535,0.00016699,43.0004,274.8547,59582,STARLINK
STARLINK-31697,2024-076V,15.27570191,0.0001311,43.0007,277.0507,59583,STARLINK
STARLINK-31662,2024-076W,15.27582009,0.00013132,43.0011,278.4708,59584,STARLINK
STARLINK-31702,2024-076X,15.27576288,0.00011121,43.0022,272.262,59585,STARLINK
STARLINK-31704,2024-076Y,15.37788253,0.001071,42.9931,117.7218,59586,STARLINK
STARLINK-31770,2024-080A,15.27579807,0.00010427,43.0003,274.5276,59601,STARLINK
STARLINK-31778,2024-080B,15.27570721,0.00039229,43.0039,288.3591,59602,STARLINK
STARLINK-31776,2024-080C,15.27565175,0.00013225,42.9991,284.765,59603,STARLINK
STARLINK-31765,2024-080D,15.27578772,0.0001408,43.0004,267.1928,59604,STARLINK
STARLINK-31767,2024-080E,15.27573831,0.00010535,43.0,279.4457,59605,STARLINK
STARLINK-31782,2024-080F,15.27580452,0.00012211,43.0003,276.375,59606,STARLINK
STARLINK-31755,2024-080G,15.27567748,0.00011299,43.0021,270.5044,59607,STARLINK
STARLINK-31585,2024-080H,15.27577771,9.489e-05,43.0023,279.7145,59608,STARLINK
STARLINK-31667,2024-080J,15.27572781,0.00011782,43.0031,278.9637,59609,STARLINK
STARLINK-31729,2024-080K,15.27579012,0.00011565,43.0013,271.1308,59610,STARLINK
STARLINK-31448,2024-080L,15.27570159,0.00012381,42.9997,282.6803,59611,STARLINK
STARLINK-31748,2024-080M,15.27590798,0.00018477,43.0004,243.9333,59612,STARLINK
STARLINK-31746,2024-080N,15.2756723,9.837e-05,43.0024,270.9542,59613,STARLINK
STARLINK-31762,2024-080P,15.27585306,6.899e-05,42.9979,298.191,59614,STARLINK
STARLINK-31761,2024-080Q,15.89082373,0.00247053,42.9841,68.8338,59615,STARLINK
STARLINK-31768,2024-080R,15.27579765,0.00012951,43.0001,283.9219,59616,STARLINK
STARLINK-31769,2024-080S,15.27600205,0.00011869,43.0006,279.2185,59617,STARLINK
STARLINK-31784,2024-080T,15.27579013,0.00018419,42.9976,286.6827,59618,STARLINK
STARLINK-31777,2024-080U,15.27576921,0.00012469,43.0022,284.3241,59619,STARLINK
STARLINK-31758,2024-080W,15.27571524,0.00014628,43.0037,261.0987,59621,STARLINK
STARLINK-31774,2024-080X,15.27573833,0.00013236,43.0005,276.376,59622,STARLINK
STARLINK-31763,2024-080Y,15.27576528,0.00012328,43.0026,284.3583,59623,STARLINK
STARLINK-31749,2024-082A,15.27585668,0.00010895,43.0027,273.0534,59631,STARLINK
STARLINK-31781,2024-082B,15.27563354,0.00013104,43.0029,272.747,59632,STARLINK
STARLINK-31541,2024-082C,15.27582504,0.0001757,43.0027,272.4608,59633,STARLINK
STARLINK-31797,2024-082D,15.27577274,0.00016422,43.004,257.2349,59634,STARLINK
STARLINK-31798,2024-082E,15.27576558,0.00012505,43.002,272.0082,59635,STARLINK
STARLINK-31802,2024-082F,15.27585134,0.00011409,43.002,268.2571,59636,STARLINK
STARLINK-31791,2024-082G,15.27587131,7.682e-05,43.0022,267.4963,59637,STARLINK
STARLINK-31727,2024-082H,15.27576269,9.673e-05,43.0015,275.3275,59638,STARLINK
STARLINK-31807,2024-082J,15.27577482,0.00012067,43.0041,269.0237,59639,STARLINK
STARLINK-31806,2024-082K,15.27579066,0.00013397,43.0029,266.7635,59640,STARLINK
STARLINK-31804,2024-082L,15.27577493,0.0001201,43.0026,270.1689,59641,STARLINK
STARLINK-31660,2024-082M,15.2758314,0.00016664,43.0027,271.5141,59642,STARLINK
STARLINK-31800,2024-082N,15.27578297,0.00014328,43.0004,266.7954,59643,STARLINK
STARLINK-31789,2024-082P,15.27591287,0.00015311,43.0023,264.2139,59644,STARLINK
STARLINK-31795,2024-082Q,15.27545885,0.00013434,43.0046,267.8954,59645,STARLINK
STARLINK-31796,2024-082R,15.27583753,0.00029442,43.0063,262.371,59646,STARLINK
STARLINK-31801,2024-082S,15.27576052,9.967e-05,43.0032,270.1319,59647,STARLINK
STARLINK-31787,2024-082V,15.27598319,0.00016186,43.0034,295.6163,59650,STARLINK
STARLINK-31277,2024-082W,15.27580021,0.00015027,43.0023,254.1265,59651,STARLINK
STARLINK-31799,2024-082X,15.27576661,0.00015948,43.0025,265.481,59652,STARLINK
STARLINK-31764,2024-082Y,15.2754787,8.134e-05,43.0034,272.1415,59653,STARLINK
STARLINK-31589,2024-084A,15.27578049,9.502e-05,43.0023,279.8883,59654,STARLINK
STARLINK-31665,2024-084B,15.27594086,0.00020021,43.0029,255.1063,59655,STARLINK
STARLINK-31912,2024-084C,15.27586929,0.00014782,43.0007,262.4866,59656,STARLINK
STARLINK-31904,2024-084D,15.27580128,0.0001245,43.0025,258.2758,59657,STARLINK
STARLINK-31858,2024-084E,15.27563523,0.00016434,43.0009,266.1173,59658,STARLINK
STARLINK-31881,2024-084F,15.27578101,0.00010253,43.0022,281.5231,59659,STARLINK
STARLINK-31885,2024-084G,15.27567392,9.872e-05,43.0016,241.1558,59660,STARLINK
STARLINK-31880,2024-084H,15.27575035,0.00016116,43.0032,262.9995,59661,STARLINK
STARLINK-31886,2024-084J,15.27593978,0.00016354,43.0013,253.3611,59662,STARLINK
STARLINK-31909,2024-084K,15.27578187,0.00013767,43.0005,276.1,59663,STARLINK
STARLINK-31910,2024-084L,15.2757218,7.53e-05,43.0021,282.2905,59664,STARLINK
STARLINK-31902,2024-084N,15.27577824,0.0001173,42.9987,264.9777,59666,STARLINK
STARLINK-31913,2024-084P,15.27574729,6.352e-05,43.0028,272.2525,59667,STARLINK
STARLINK-31866,2024-084Q,15.27575175,0.00010669,43.0026,276.3654,59668,STARLINK
STARLINK-31917,2024-084R,15.27581695,0.00011913,43.0017,240.6793,59669,STARLINK
STARLINK-31860,2024-084S,15.27580288,0.000144,43.0009,264.9414,59670,STARLINK
STARLINK-31854,2024-084T,15.2758,9.873e-05,43.0009,270.0879,59671,STARLINK
STARLINK-31842,2024-084U,15.27580802,0.00012708,43.0002,273.2671,59672,STARLINK
STARLINK-31871,2024-084V,15.27578399,0.0001273,43.0038,262.6957,59673,STARLINK
STARLINK-31875,2024-084W,15.27578848,0.0001423,43.0024,241.8784,59674,STARLINK
STARLINK-31877,2024-084X,15.2755045,0.0001488,43.0013,272.9546,59675,STARLINK
STARLINK-31884,2024-084Y,15.27568683,9.445e-05,43.0023,246.5682,59676,STARLINK
STARLINK-32108,2024-086A,15.27570518,0.00014531,43.0009,281.3598,59682,STARLINK
STARLINK-32080,2024-086B,15.27576547,0.00010756,43.003,280.1799,59683,STARLINK
STARLINK-32091,2024-086C,15.27575387,6.995e-05,43.0004,267.2031,59684,STARLINK
STARLINK-32085,2024-086D,15.27596963,0.00019443,43.0007,263.1177,59685,STARLINK
STARLINK-32100,2024-086E,15.27588043,8.311e-05,43.0013,267.0209,59686,STARLINK
STARLINK-32089,2024-086F,15.27533754,9.664e-05,43.0028,219.5258,59687,STARLINK
STARLINK-32103,2024-086G,15.27582995,0.0001138,43.0014,270.8231,59688,STARLINK
STARLINK-32105,2024-086H,15.27579625,0.0001321,43.003,257.4069,59689,STARLINK
STARLINK-32106,2024-086J,15.27572536,0.00010678,43.0027,282.2164,59690,STARLINK
STARLINK-32090,2024-086K,15.27587785,9.65e-05,43.0034,274.9665,59691,STARLINK
STARLINK-32088,2024-086M,15.27578963,0.00027505,43.0069,268.2437,59693,STARLINK
STARLINK-32107,2024-086N,15.27581203,0.0001257,43.0019,272.9344,59694,STARLINK
STARLINK-32104,2024-086P,15.27575512,0.0001222,43.0042,270.5143,59695,STARLINK
STARLINK-32094,2024-086Q,15.27572071,0.0001075,43.0032,272.0712,59696,STARLINK
STARLINK-32099,2024-086R,15.2750152,0.00020357,43.0017,251.873,59697,STARLINK
STARLINK-32096,2024-086S,15.27597835,9.26e-05,42.9977,289.6969,59698,STARLINK
STARLINK-32102,2024-086T,15.27594622,0.00011593,43.0007,276.2628,59699,STARLINK
