OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5435,2022-175AR,2026-04-16T01:34:08.178816,15.08837429,0.00036616,53.2172,236.1772,98.0137,262.127,0,U,54797,999,18556,4.2118876e-05,3.81e-06,0.0
STARLINK-5420,2022-175AS,2026-04-15T23:36:48.861504,15.08839287,0.00012295,53.2168,211.4641,88.4102,271.7031,0,U,54798,999,18590,2.6073645e-05,1.27e-06,0.0
STARLINK-5421,2022-175AT,2026-04-16T00:03:21.009600,15.08838731,0.000131,53.2189,211.5837,91.8366,268.2776,0,U,54799,999,18590,7.9475118e-05,9.77e-06,0.0
STARLINK-5428,2022-175AU,2026-04-16T01:23:27.695616,15.08845736,0.00010249,53.2166,226.1407,76.101,284.0096,0,U,54800,999,18570,6.7038097e-05,7.79e-06,0.0
STARLINK-5429,2022-175AV,2026-04-15T18:34:03.191520,15.08831496,0.00013394,53.2168,237.2027,92.0087,268.1058,0,U,54801,999,18552,9.3654572e-05,1.203e-05,0.0
STARLINK-5426,2022-175AW,2026-04-16T05:25:10.855776,15.08835865,0.00012395,53.2165,180.0717,83.2434,276.8699,0,U,54802,999,18636,2.7161265e-05,1.44e-06,0.0
STARLINK-5430,2022-175AX,2026-04-16T01:11:31.214976,15.08838839,0.00014152,53.2167,236.0675,91.8245,268.2909,0,U,54803,999,18556,3.5513222e-05,2.77e-06,0.0
STARLINK-5422,2022-175AY,2026-04-16T07:05:52.804320,15.08836993,0.00010351,53.2169,219.8186,88.6307,271.4804,0,U,54804,999,18581,5.7149249e-05,6.22e-06,0.0
STARLINK-5417,2022-175AZ,2026-04-16T01:10:51.871872,15.08832264,0.00010278,53.215,221.1159,100.0208,260.09,0,U,54805,999,18577,-0.0001323571,-2.393e-05,0.0
STARLINK-5412,2022-175BA,2026-04-16T07:16:31.038528,15.08825945,0.000105,53.2167,219.859,103.4234,256.6875,0,U,54806,999,18581,8.6598416e-05,1.09e-05,0.0
STARLINK-5410,2022-175BB,2026-04-16T07:21:47.909664,15.08837485,0.00011479,53.216,219.8824,89.565,270.5473,0,U,54807,999,18581,5.1393779e-05,5.3e-06,0.0
STARLINK-5413,2022-175BC,2026-04-16T06:44:07.607904,15.08837182,0.00013584,53.217,205.5395,92.7252,267.3896,0,U,54808,999,18601,-4.7145e-05,-1.038e-05,0.0
STARLINK-5414,2022-175BD,2026-04-15T15:17:19.536288,15.08839705,0.000125,53.2179,222.8119,90.6171,269.4965,0,U,54809,999,18571,2.8961e-05,1.73e-06,0.0
STARLINK-5408,2022-175BE,2026-04-15T23:44:06.260640,15.08839097,0.0001208,53.2168,216.4467,94.6447,265.4683,0,U,54810,999,18583,0.00010288118,1.35e-05,0.0
STARLINK-5424,2022-175BF,2026-04-16T00:22:37.624800,15.08835807,0.00014136,53.2191,216.6033,89.6447,270.4708,0,U,54811,999,18583,-2.5791097e-05,-6.98e-06,0.0
STARLINK-5382,2022-177A,2026-04-16T04:41:10.389696,15.26739459,9.966e-05,43.0022,283.8849,273.2402,86.8335,0,U,54820,999,18266,3.0443994e-05,5.57e-06,0.0
STARLINK-5385,2022-177B,2026-04-16T05:02:33.313056,15.26739215,0.00012509,43.0024,283.9952,273.9498,86.121,0,U,54821,999,18266,2.1611019e-05,3.2e-06,0.0
STARLINK-5101,2022-177C,2026-04-16T05:09:11.503008,15.26766916,0.00027476,43.0038,284.0281,259.2965,100.7577,0,U,54822,999,18266,0.00014673171,3.681e-05,0.0
STARLINK-5106,2022-177D,2026-04-16T05:01:07.604256,15.2673664,0.00014682,43.0039,283.9837,269.4998,90.5685,0,U,54823,999,18266,1.987642e-05,2.73e-06,0.0
STARLINK-4643,2022-177E,2026-04-16T05:08:12.576480,15.26810895,0.0003448,43.0046,284.0222,248.658,111.3903,0,U,54824,999,18266,0.00036019016,9.435e-05,0.0
STARLINK-5107,2022-177G,2026-04-15T20:03:46.740960,15.27575057,0.00016306,43.0009,286.3428,260.3878,99.6789,0,U,54826,999,18260,4.0796781e-05,8.6e-06,0.0
STARLINK-5383,2022-177H,2026-04-15T20:11:01.930848,15.267398,0.00013726,43.0019,286.3826,269.1139,90.9555,0,U,54827,999,18260,1.2343123e-05,7.1e-07,0.0
STARLINK-5381,2022-177J,2026-04-15T20:11:29.310144,15.26743085,0.00017549,43.0011,286.3803,266.0365,94.0286,0,U,54828,999,18260,5.7056885e-05,1.271e-05,0.0
STARLINK-5394,2022-177L,2026-04-16T04:25:54.040800,15.27270261,0.00020048,43.0032,284.6501,283.7883,76.2746,0,U,54830,999,18265,0.0019853203,0.00054257,0.0
STARLINK-5395,2022-177M,2026-04-16T05:17:04.267392,15.26748586,0.00021247,43.007,284.0622,253.7692,106.2926,0,U,54831,999,18266,-2.207721e-05,-8.53e-06,0.0
STARLINK-5386,2022-177Q,2026-04-16T04:23:44.506464,15.26749078,0.0001215,43.0014,284.6397,277.9437,82.1276,0,U,54834,999,18266,7.1408919e-05,1.657e-05,0.0
STARLINK-5389,2022-177R,2026-04-15T20:04:46.299072,15.26742613,0.00013201,43.0024,286.3499,259.2776,100.7927,0,U,54835,999,18260,2.5596837e-05,4.27e-06,0.0
STARLINK-5384,2022-177S,2026-04-16T06:00:02.000160,15.57800876,0.00021494,42.9999,272.5361,265.621,335.7988,0,U,54836,999,589,0.010168967,0.00851288,0.0
STARLINK-5369,2022-177T,2026-04-16T06:00:02.000160,15.49766973,0.0001683,42.9989,281.5993,241.0389,156.3869,0,U,54837,999,580,0.027680893,0.01743581,0.0
STARLINK-5372,2022-177U,2026-04-15T21:39:17.947584,15.26741738,0.00013318,43.0006,282.5688,269.1343,90.9356,0,U,54838,999,18265,1.3959933e-05,1.15e-06,0.0
STARLINK-5368,2022-177W,2026-04-15T21:34:41.662848,15.26738556,0.00011346,43.0018,282.5453,263.2536,96.8186,0,U,54840,999,18265,-2.9770664e-05,-1.058e-05,0.0
STARLINK-4659,2022-177X,2026-04-16T04:03:23.607936,15.26747834,0.00012496,43.0024,281.1281,258.6511,101.42,0,U,54841,999,18269,2.9301547e-05,5.26e-06,0.0
STARLINK-5387,2022-177Y,2026-04-15T21:33:06.532992,15.27585869,0.00015151,43.0017,282.5308,259.4734,100.5947,0,U,54842,999,18265,5.7671363e-05,1.325e-05,0.0
STARLINK-5304,2022-177Z,2026-04-16T04:17:28.415904,15.26734547,8.772e-05,43.0028,281.1948,283.962,76.1134,0,U,54843,999,18269,-1.9249621e-05,-7.76e-06,0.0
STARLINK-5388,2022-177AA,2026-04-16T04:48:02.115072,15.27567822,0.00011192,43.0016,283.888,255.073,104.9998,0,U,54844,999,18266,7.8108514e-05,1.887e-05,0.0
STARLINK-5082,2022-177AB,2026-04-15T21:23:08.242368,15.26738259,0.00016824,43.0053,282.4899,273.0451,87.0208,0,U,54845,999,18265,-6.6603341e-05,-2.046e-05,0.0
STARLINK-5360,2022-177AC,2026-04-16T00:00:02.000160,15.2756363,0.00018697,42.9997,281.9273,271.2575,304.7643,0,U,54846,999,587,0.0015979955,0.00043952,0.0
STARLINK-5061,2022-177AD,2026-04-15T18:52:44.529600,15.32118923,0.00291433,42.992,260.3725,11.1881,348.9615,0,U,54847,999,18289,0.092173448,0.03041038,0.0
STARLINK-5432,2022-177AE,2026-04-16T04:23:02.593824,15.27575028,0.00027708,43.0053,269.9354,259.9059,100.148,0,U,54848,999,18282,5.5643187e-05,1.269e-05,0.0
STARLINK-5087,2022-177AG,2026-04-16T03:44:37.377888,15.26750865,0.00012022,42.9987,269.7243,271.3073,88.7641,0,U,54850,999,18282,4.4203134e-05,9.27e-06,0.0
STARLINK-5084,2022-177AH,2026-04-15T19:46:54.079392,15.26742757,0.00011242,43.003,271.5373,263.9238,96.1486,0,U,54851,999,18277,4.368408e-06,-1.43e-06,0.0
STARLINK-5418,2022-177AJ,2026-04-15T22:46:31.897056,15.26739213,0.00012702,43.0026,270.7528,263.3621,96.7086,0,U,54852,999,18279,9.341111e-06,-9e-08,0.0
STARLINK-5427,2022-177AK,2026-04-16T03:51:35.345664,15.27577432,0.00013716,43.0018,269.7664,269.8328,90.2366,0,U,54853,999,18282,-1.9908271e-05,-8.1e-06,0.0
STARLINK-5416,2022-177AM,2026-04-16T03:44:11.322240,15.27574939,0.00011329,43.0012,269.7251,273.9076,86.1646,0,U,54855,999,18282,1.8136525e-05,2.37e-06,0.0
STARLINK-5086,2022-177AN,2026-04-16T00:00:02.000160,15.27569819,0.00019774,43.0011,271.0293,271.2502,134.9174,0,U,54856,999,578,0.0010415311,0.00028501,0.0
STARLINK-5078,2022-177AP,2026-04-15T21:47:54.846816,15.27577626,0.00013338,43.0015,271.3146,262.0067,98.0634,0,U,54857,999,18278,2.3888859e-05,3.95e-06,0.0
STARLINK-5407,2022-177AQ,2026-04-16T03:33:03.440736,15.26742852,0.00011491,43.0034,269.6621,271.4712,88.6008,0,U,54858,999,18282,1.2046987e-05,6.3e-07,0.0
STARLINK-5409,2022-177AR,2026-04-16T04:13:47.358048,15.26743924,0.00019424,43.0035,269.8813,291.1953,68.8691,0,U,54859,999,18282,4.8920062e-05,1.052e-05,0.0
STARLINK-5406,2022-177AS,2026-04-16T04:12:07.421760,15.26729944,0.00026596,43.0061,269.8708,264.054,96.0009,0,U,54860,999,18282,-3.3138915e-05,-1.149e-05,0.0
STARLINK-5400,2022-177AT,2026-04-16T03:17:59.666496,15.267424,6.247e-05,43.0008,269.5922,332.0369,28.0449,0,U,54861,999,18282,6.746138e-06,-7.9e-07,0.0
STARLINK-5403,2022-177AU,2026-04-16T03:56:39.121152,15.26739911,0.00011821,43.0015,269.806,269.5777,90.4939,0,U,54862,999,18282,3.4514161e-05,6.66e-06,0.0
STARLINK-5405,2022-177AV,2026-04-16T04:15:37.889568,15.27580418,0.00017912,43.0026,269.8915,265.9236,94.1411,0,U,54863,999,18282,5.3723026e-05,1.216e-05,0.0
STARLINK-5359,2022-177AW,2026-04-15T19:22:09.602112,15.27566385,0.00013065,43.0009,272.2573,261.7785,98.2919,0,U,54864,999,18276,5.033346e-05,1.123e-05,0.0
STARLINK-5411,2022-177AX,2026-04-16T04:04:52.935168,15.26740453,0.00019116,43.0041,269.8356,263.2838,96.7796,0,U,54865,999,18282,2.7818048e-05,4.86e-06,0.0
STARLINK-5398,2022-177AY,2026-04-15T19:38:36.345408,15.27574096,0.00012294,43.0027,271.4885,267.1137,92.9574,0,U,54866,999,18277,1.7789e-08,-2.62e-06,0.0
STARLINK-5396,2022-177AZ,2026-04-15T20:48:09.764352,15.26742407,0.00018421,43.0012,271.8558,266.1304,93.9337,0,U,54867,999,18277,2.5033909e-05,4.12e-06,0.0
STARLINK-5379,2022-177BA,2026-04-16T03:40:29.493696,15.27574819,0.00010613,43.0019,269.6946,243.7338,116.3404,0,U,54868,999,18282,4.62379e-05,1.01e-05,0.0
STARLINK-5402,2022-177BB,2026-04-15T19:36:57.905568,15.27574941,0.00014378,43.0015,272.3375,262.0989,97.9699,0,U,54869,999,18276,2.350762e-06,-1.97e-06,0.0
STARLINK-5401,2022-177BC,2026-04-15T17:47:10.523328,15.26742567,0.00014758,43.0009,271.772,268.9177,91.1505,0,U,54870,999,18276,3.6604963e-05,7.22e-06,0.0
STARLINK-5397,2022-177BD,2026-04-16T03:22:03.908064,15.27271317,0.00013325,43.0017,270.4588,265.6539,94.4161,0,U,54871,999,18281,0.0019402481,0.00053011,0.0
STARLINK-5091,2022-177BF,2026-04-15T20:35:57.570144,15.27576699,0.00018679,43.0032,271.7858,272.1054,87.9583,0,U,54873,999,18277,3.9852668e-05,8.34e-06,0.0
STARLINK-5277,2023-010A,2026-04-16T06:34:31.803744,14.98330198,0.00030125,69.9985,309.7749,271.6363,88.4451,0,U,55269,999,17869,-0.00011866428,-1.509e-05,0.0
STARLINK-5306,2023-010C,2026-04-16T06:40:32.846016,14.98332682,0.00027351,69.9984,309.7896,274.1448,85.9398,0,U,55271,999,17841,3.7763946e-05,3.58e-06,0.0
STARLINK-5310,2023-010D,2026-04-16T06:16:30.036000,14.98330508,0.00029517,69.9984,309.735,269.4356,90.6465,0,U,55272,999,17841,8.566017e-06,9e-08,0.0
STARLINK-5291,2023-010E,2026-04-15T18:27:30.009312,14.98328217,0.0002647,69.9985,310.8264,269.3606,90.725,0,U,55273,999,17834,4.583846e-06,-3.8e-07,0.0
STARLINK-5236,2023-010F,2026-04-15T22:21:31.091040,14.98328994,0.00027955,69.9985,290.7155,270.1105,89.9733,0,U,55274,999,17885,6.9637655e-05,7.38e-06,0.0
STARLINK-5260,2023-010G,2026-04-16T06:10:25.052160,14.98346125,0.00026296,69.9988,289.8459,264.1144,95.9716,0,U,55275,999,17890,0.00026943666,3.125e-05,0.0
STARLINK-5261,2023-010H,2026-04-16T06:00:02.000160,14.98324862,0.00026807,69.9997,289.8621,270.4845,51.6453,0,U,55276,999,581,-3.5172241e-05,-5.13e-06,0.0
STARLINK-5299,2023-010J,2026-04-15T23:58:00.108768,14.9833321,0.00029883,69.9981,310.4191,266.5232,93.5585,0,U,55277,999,17837,4.1404252e-05,4.01e-06,0.0
STARLINK-5289,2023-010K,2026-04-15T23:33:55.905984,14.98330139,0.00028891,69.9984,310.3597,269.6754,90.4074,0,U,55278,999,17836,3.3706849e-05,3.09e-06,0.0
STARLINK-5331,2023-010M,2026-04-15T22:51:53.626464,14.98329803,0.0002938,69.9985,310.6511,263.5976,96.4848,0,U,55280,999,17835,-1.8576966e-05,-3.15e-06,0.0
STARLINK-5298,2023-010N,2026-04-15T22:09:50.788800,14.9833334,0.00025871,69.9981,310.5575,265.4198,94.6666,0,U,55281,999,17835,3.7112785e-05,3.5e-06,0.0
STARLINK-5330,2023-010P,2026-04-16T03:57:38.546208,14.98961328,0.00056409,69.998,309.792,270.0364,90.0149,0,U,55282,999,17839,0.0067551133,0.00082827,0.0
STARLINK-5317,2023-010Q,2026-04-15T20:27:40.586112,14.98328741,0.00030079,69.9985,310.7112,269.3053,90.7761,0,U,55283,999,17834,1.3944897e-05,7.3e-07,0.0
STARLINK-5337,2023-010R,2026-04-15T23:10:05.743200,14.98764925,0.00036087,69.9981,310.2969,287.9637,72.1128,0,U,55284,999,17835,0.015336829,0.00190085,0.0
STARLINK-5332,2023-010S,2026-04-16T06:00:02.000160,14.98293104,0.00032184,70.0,269.6712,268.1529,324.3841,0,U,55285,999,571,0.0036515276,0.00043708,0.0
STARLINK-5338,2023-010T,2026-04-16T05:58:08.861952,14.98331174,0.00029387,69.9978,289.816,270.4316,89.6506,0,U,55286,999,17889,6.3707742e-05,6.67e-06,0.0
STARLINK-5341,2023-010U,2026-04-15T20:33:02.318976,14.98325911,0.00029677,69.9988,270.8891,266.5799,93.502,0,U,55287,999,17932,-1.4746672e-05,-2.69e-06,0.0
STARLINK-5311,2023-010V,2026-04-16T05:40:20.660736,14.98177104,0.00043033,69.9962,289.771,252.0837,107.9853,0,U,55288,999,17889,0.0030163099,0.00035943,0.0
STARLINK-5320,2023-010W,2026-04-15T22:03:29.606688,14.9832665,0.00030053,69.998,290.6709,268.3648,91.7167,0,U,55289,999,17884,-2.1036661e-05,-3.44e-06,0.0
STARLINK-5266,2023-010X,2026-04-16T05:52:08.538528,14.98326658,0.00029317,69.9978,289.8003,267.419,92.6633,0,U,55290,999,17889,3.2034824e-05,2.89e-06,0.0
STARLINK-5327,2023-010Y,2026-04-15T22:15:31.140864,14.98318033,0.0002703,69.9983,290.6976,269.9273,90.1577,0,U,55291,999,17884,0.00011587217,1.289e-05,0.0
STARLINK-5325,2023-010Z,2026-04-15T23:09:34.303104,14.98331663,0.00029118,69.9978,290.4277,274.0969,85.9857,0,U,55292,999,17885,-5.5025528e-05,-7.5e-06,0.0
STARLINK-5287,2023-010AA,2026-04-16T05:40:06.935232,14.98331467,0.00029404,69.9972,289.7713,268.8166,91.2656,0,U,55293,999,17889,-9.472698e-06,-2.06e-06,0.0
STARLINK-5286,2023-010AB,2026-04-15T20:09:38.643840,14.9833199,0.00032651,69.9984,310.6641,267.733,92.3455,0,U,55294,999,17834,-5.5752687e-05,-7.58e-06,0.0
STARLINK-5293,2023-010AC,2026-04-16T06:46:34.220928,14.98305417,0.00027268,69.9999,309.801,275.7261,84.3587,0,U,55295,999,17841,0.00020212037,2.318e-05,0.0
STARLINK-5285,2023-010AD,2026-04-16T05:16:04.165824,14.98331521,0.00028485,69.9975,289.7109,271.1883,88.895,0,U,55296,999,17977,1.9735191e-05,1.42e-06,0.0
STARLINK-5284,2023-010AE,2026-04-15T23:03:33.096672,14.98325742,0.00027614,69.9975,290.4141,273.9408,86.1435,0,U,55297,999,17885,-9.2727067e-05,-1.199e-05,0.0
STARLINK-5270,2023-010AG,2026-04-16T05:10:04.155168,14.98332609,0.00028131,69.9979,289.6978,268.3078,91.7759,0,U,55299,999,17977,3.1776806e-05,2.86e-06,0.0
STARLINK-5308,2023-010AH,2026-04-16T05:04:02.666208,14.98341876,0.00029685,70.0011,289.6817,270.9117,89.1702,0,U,55300,999,17889,0.00013059243,1.466e-05,0.0
STARLINK-5321,2023-010AK,2026-04-16T05:22:06.514464,14.98325802,0.00030517,69.9978,289.7234,272.1442,87.9367,0,U,55302,999,17889,5.794752e-05,5.98e-06,0.0
STARLINK-5322,2023-010AL,2026-04-16T05:28:25.903776,14.98326622,0.00029297,70.0011,309.6073,268.1787,91.9037,0,U,55303,999,17840,7.9875808e-05,8.6e-06,0.0
STARLINK-5318,2023-010AM,2026-04-15T22:33:30.105792,14.98331255,0.00028667,69.9979,290.3399,269.9118,90.1713,0,U,55304,999,17885,1.9180093e-05,1.36e-06,0.0
STARLINK-5316,2023-010AN,2026-04-15T22:27:30.927168,14.98368769,0.00029368,69.9988,290.73,271.5679,88.5143,0,U,55305,999,17885,-0.0007363618,-8.877e-05,0.0
STARLINK-5295,2023-010AP,2026-04-16T04:09:40.230720,14.9833125,0.00029671,69.9986,270.0773,274.9292,85.1528,0,U,55306,999,17938,1.2611064e-05,5.7e-07,0.0
STARLINK-5288,2023-010AQ,2026-04-16T04:15:40.885056,14.98330025,0.00030865,69.9987,270.093,268.7223,91.3582,0,U,55307,999,17938,1.9982984e-05,1.45e-06,0.0
STARLINK-5315,2023-010AS,2026-04-16T04:39:40.993344,14.98329261,0.00031146,69.9988,269.7488,265.767,94.3133,0,U,55309,999,17939,2.0084423e-05,1.47e-06,0.0
STARLINK-5309,2023-010AT,2026-04-16T03:57:38.845152,14.9833544,0.0002648,69.999,270.0467,270.3868,89.6988,0,U,55310,999,17938,-7.3774439e-05,-9.73e-06,0.0
STARLINK-5312,2023-010AU,2026-04-16T04:03:39.618720,14.9832512,0.00026985,69.9985,270.0621,268.9123,91.1727,0,U,55311,999,18025,3.197643e-05,2.89e-06,0.0
STARLINK-5296,2023-010AV,2026-04-15T20:57:01.732608,14.98333975,0.00030793,69.9985,270.5201,264.1431,95.9378,0,U,55312,999,18020,-0.00018844191,-2.341e-05,0.0
STARLINK-5313,2023-010AW,2026-04-16T03:45:37.450944,14.98330979,0.00030713,69.9981,270.0169,267.8141,92.2666,0,U,55313,999,18025,-6.385119e-06,-1.69e-06,0.0
STARLINK-5305,2023-010AX,2026-04-16T03:51:39.238848,14.9833225,0.0003023,69.9982,270.029,273.2578,86.8236,0,U,55314,999,18025,3.2194071e-05,2.91e-06,0.0
STARLINK-4623,2023-010AY,2026-04-16T05:46:07.910976,14.98325487,0.00027644,69.998,289.7853,264.6756,95.4087,0,U,55315,999,17888,3.8228377e-05,3.63e-06,0.0
STARLINK-5257,2023-010AZ,2026-04-16T04:45:43.652160,14.98325023,0.00030887,69.9986,269.7776,272.1515,87.929,0,U,55316,999,18026,6.6808237e-05,7.04e-06,0.0
STARLINK-5265,2023-010BA,2026-04-15T21:15:04.760064,14.98330528,0.00031311,69.9987,270.703,268.1945,91.8856,0,U,55317,999,18021,-2.759921e-06,-1.26e-06,0.0
STARLINK-5180,2023-010BB,2026-04-16T03:33:36.481824,14.98337246,0.00027959,69.9986,269.9875,269.7726,90.3112,0,U,55318,999,18025,-2.061111e-05,-3.39e-06,0.0
STARLINK-5196,2023-010BC,2026-04-15T21:03:02.710080,14.98337184,0.00028233,69.9986,270.6474,269.1974,90.8862,0,U,55319,999,18021,0.00011015905,1.222e-05,0.0
STARLINK-5492,2023-013A,2026-04-16T05:18:47.068704,15.2675011,0.00011637,43.0007,91.4287,255.555,104.5172,0,U,55331,999,17849,6.5784032e-05,1.506e-05,0.0
STARLINK-5491,2023-013B,2026-04-16T05:56:43.039968,15.27587753,0.00014785,43.0046,76.9003,265.006,95.0623,0,U,55332,999,17758,6.7813115e-05,1.605e-05,0.0
STARLINK-5493,2023-013C,2026-04-16T00:28:08.668128,15.26742866,0.00017894,43.005,92.4956,281.4617,78.6033,0,U,55333,999,17738,2.6320754e-05,4.46e-06,0.0
STARLINK-5652,2023-013D,2026-04-16T00:31:44.559264,15.26739588,0.00015623,43.0055,92.4141,258.1258,101.9418,0,U,55334,999,17738,2.3879401e-05,3.81e-06,0.0
STARLINK-5660,2023-013E,2026-04-16T05:30:53.199360,15.26742917,0.00012389,43.0006,91.4898,253.0752,106.9963,0,U,55335,999,17741,3.8012664e-05,7.6e-06,0.0
STARLINK-5655,2023-013F,2026-04-15T23:12:19.529280,15.2673019,8.169e-05,43.0026,78.146,270.3577,89.718,0,U,55336,999,17754,-1.119557e-05,-5.6e-06,0.0
STARLINK-5667,2023-013G,2026-04-16T04:26:40.692480,15.26755563,0.00019312,43.0058,77.2577,265.7796,94.2835,0,U,55337,999,17757,0.00010321778,2.511e-05,0.0
STARLINK-5658,2023-013H,2026-04-16T00:57:06.803712,15.26741163,7.889e-05,43.0025,92.645,259.0474,101.0288,0,U,55338,999,17738,1.0366817e-05,1.9e-07,0.0
STARLINK-5671,2023-013J,2026-04-16T05:51:50.533632,15.11068128,0.00011711,43.0026,94.1532,274.2717,85.7994,0,U,55339,999,17738,1.7006707e-05,6.8e-07,0.0
STARLINK-5675,2023-013K,2026-04-16T06:01:35.529888,15.25905644,0.00012844,43.0026,90.7952,270.8563,89.2141,0,U,55340,999,17742,-1.3200654e-05,-6.03e-06,0.0
STARLINK-5670,2023-013L,2026-04-16T05:56:02.916672,15.27565664,0.00015173,43.0019,91.6194,283.232,76.8362,0,U,55341,999,17741,-2.2669865e-05,-8.86e-06,0.0
STARLINK-5657,2023-013M,2026-04-16T05:55:51.013344,15.25902151,0.00013552,43.0013,91.6155,271.0411,89.0285,0,U,55342,999,17741,5.1404552e-05,1.087e-05,0.0
STARLINK-5661,2023-013N,2026-04-16T05:48:24.858432,15.2673287,0.00013391,42.9996,90.7209,273.5567,86.5132,0,U,55343,999,17742,5.8401579e-05,1.307e-05,0.0
STARLINK-5653,2023-013Q,2026-04-16T06:02:16.366848,15.27590859,0.00017256,43.0037,76.9175,272.4523,87.6131,0,U,55345,999,17758,-5.5510496e-05,-1.79e-05,0.0
STARLINK-5631,2023-013R,2026-04-16T00:00:39.969504,15.26743968,0.0001343,43.0003,92.3441,263.8024,96.2675,0,U,55346,999,17738,4.0652522e-05,8.31e-06,0.0
STARLINK-5663,2023-013S,2026-04-16T05:54:04.822560,15.26733682,0.0001236,43.0025,90.7504,260.9721,99.099,0,U,55347,999,17742,2.768091e-05,4.83e-06,0.0
STARLINK-5609,2023-013T,2026-04-16T00:11:48.022080,15.26740447,0.0001041,43.0013,92.4003,260.813,99.2604,0,U,55348,999,17738,-2.0161269e-05,-8e-06,0.0
STARLINK-5666,2023-013U,2026-04-16T06:10:42.644064,15.26753516,8.531e-05,43.0026,90.8336,263.1528,96.9226,0,U,55349,999,17742,4.6423124e-05,9.86e-06,0.0
STARLINK-5668,2023-013V,2026-04-16T06:12:20.620800,15.27693433,0.00017927,43.0074,90.839,275.7574,84.3074,0,U,55350,999,17742,0.00018954948,4.975e-05,0.0
STARLINK-5659,2023-013W,2026-04-16T01:49:59.615616,15.27187133,0.00010572,43.0017,92.0497,243.6271,116.4473,0,U,55351,999,17739,0.0020668408,0.00056368,0.0
STARLINK-5547,2023-013X,2026-04-16T06:55:01.461504,15.26735096,0.00012396,43.0029,87.6562,258.4804,101.5908,0,U,55352,999,17746,9.396297e-06,-8e-08,0.0
STARLINK-5608,2023-013Y,2026-04-16T00:13:12.316512,15.27581225,0.00017948,43.0043,89.0021,269.8351,90.2295,0,U,55353,999,17742,5.3854277e-05,1.22e-05,0.0
STARLINK-5649,2023-013Z,2026-04-16T05:58:37.973568,15.26738999,7.576e-05,43.0015,90.7711,268.4381,91.6384,0,U,55354,999,17742,-2.169e-05,-8.41e-06,0.0
STARLINK-5647,2023-013AA,2026-04-16T00:10:39.064512,15.26736727,7.39e-05,43.0002,92.3763,251.4963,108.5809,0,U,55355,999,17737,-2.920628e-05,-1.043e-05,0.0
STARLINK-5651,2023-013AC,2026-04-16T00:26:36.824928,15.26743078,0.00014385,43.0043,92.4751,268.4132,91.6554,0,U,55357,999,17738,5.4254476e-05,1.196e-05,0.0
STARLINK-5622,2023-013AD,2026-04-16T06:13:50.700576,15.26742258,7.332e-05,43.0039,90.8473,258.0653,102.0116,0,U,55358,999,17742,7.174275e-06,-6.7e-07,0.0
STARLINK-5641,2023-013AE,2026-04-16T06:31:48.222624,15.11066958,0.00012046,43.0025,93.4988,259.8003,100.2707,0,U,55359,999,17739,5.6007102e-05,7.33e-06,0.0
STARLINK-5664,2023-013AF,2026-04-15T17:20:25.632960,15.11062653,0.00010587,43.0023,110.0916,279.5302,80.5424,0,U,55360,999,17715,0.00012365225,1.884e-05,0.0
STARLINK-5665,2023-013AG,2026-04-16T06:44:38.033664,15.27572826,0.00012102,43.0025,76.2939,268.9772,91.0941,0,U,55361,999,17759,-1.3369082e-05,-6.3e-06,0.0
STARLINK-5574,2023-013AH,2026-04-16T00:01:20.381376,15.26744804,0.00013641,43.0028,77.6405,265.8425,94.227,0,U,55362,999,17755,1.7707626e-05,2.15e-06,0.0
STARLINK-5627,2023-013AK,2026-04-16T06:26:48.230592,15.11080486,0.00012046,43.0024,93.473,276.7826,83.2883,0,U,55364,999,17739,4.9790408e-05,6.27e-06,0.0
STARLINK-5639,2023-013AL,2026-04-16T01:37:51.108960,15.11067002,0.0001033,43.002,108.3881,270.7262,89.3465,0,U,55365,999,17720,5.9601907e-05,7.94e-06,0.0
STARLINK-5654,2023-013AM,2026-04-16T06:10:23.564352,15.26735157,0.00015778,43.0027,76.1247,269.4379,90.6291,0,U,55366,999,17759,2.4124441e-05,3.87e-06,0.0
STARLINK-5635,2023-013AN,2026-04-15T23:30:51.462720,15.27591903,0.0001415,43.0038,78.3304,273.212,86.857,0,U,55367,999,17754,7.8294966e-05,1.894e-05,0.0
STARLINK-5625,2023-013AP,2026-04-16T06:33:32.056416,15.27587013,0.00011413,43.0008,76.2379,270.9383,89.1338,0,U,55368,999,17759,0.00014528464,3.739e-05,0.0
STARLINK-5644,2023-013AQ,2026-04-16T06:17:56.301216,15.11054002,0.00011131,43.0012,107.268,262.6027,97.4692,0,U,55369,999,17723,0.00025384314,4.102e-05,0.0
STARLINK-5027,2023-013AR,2026-04-16T01:27:53.802432,15.11087975,9.646e-05,43.0018,108.3432,279.9641,80.1096,0,U,55370,999,17720,0.00016878743,2.655e-05,0.0
STARLINK-5590,2023-013AS,2026-04-15T17:29:13.342560,15.11072328,0.00012287,43.0024,110.1436,271.0098,89.0607,0,U,55371,999,17807,1.3704747e-05,1.2e-07,0.0
